Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-07,Customer 06,Central Indonesia,General Trade,Distributor,SKU 10,Dairy,1299,52105,37889,51002,8%,N,67684395,49217811,18466584,0.2728
2025-07,Customer 06,Central Indonesia,Online,Distributor,SKU 09,Dairy,434,25542,16208,27832,0%,N,11085228,7034272,4050956,0.3654
2025-07,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 12,Dairy,462,8250,6151,8234,0%,N,3811500,2841762,969738,0.2544
2025-07,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 08,Snack,538,31673,23328,29188,3%,N,17040074,12550464,4489610,0.2635
2025-07,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 13,Frozen,185,10018,6900,10400,3%,N,1853330,1276500,576830,0.3112
2025-07,Customer 06,Central Indonesia,General Trade,Distributor,SKU 14,Frozen,689,14076,11762,13092,0%,N,9698364,8104018,1594346,0.1644
2025-07,Customer 06,Central Indonesia,General Trade,Distributor,SKU 19,Personal Care,737,39200,33221,36133,5%,N,28890400,24483877,4406523,0.1525
2025-07,Customer 06,Central Indonesia,Online,Distributor,SKU 11,Dairy,570,9061,7085,9187,5%,N,5164770,4038450,1126320,0.2181
2025-07,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 07,Snack,1072,46873,31885,48300,0%,N,50247856,34180720,16067136,0.3198
2025-07,Customer 06,Central Indonesia,Modern Trade,Distributor,SKU 02,Beverage,1322,8535,6816,7952,3%,N,11283270,9010752,2272518,0.2014
2025-07,Customer 06,Central Indonesia,General Trade,Distributor,SKU 01,Beverage,72,24996,20084,23342,0%,N,1799712,1446048,353664,0.1965
2025-07,Customer 07,Central Indonesia,Online,Retailer,SKU 04,Beverage,483,18511,15420,17402,3%,N,8940813,7447860,1492953,0.167
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,1302,28701,20412,28477,0%,N,37368702,26576424,10792278,0.2888
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 07,Snack,542,44873,32059,41947,5%,N,24321166,17375978,6945188,0.2856
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 06,Snack,381,24940,17114,27225,0%,N,9502140,6520434,2981706,0.3138
2025-07,Customer 07,Central Indonesia,General Trade,Retailer,SKU 14,Frozen,764,12271,7550,11736,0%,N,9375044,5768200,3606844,0.3847
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 10,Dairy,806,49661,42070,48673,0%,Y,40026766,33908420,6118346,0.1529
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 02,Beverage,456,8287,6747,8886,5%,N,3778872,3076632,702240,0.1858
2025-07,Customer 07,Central Indonesia,General Trade,Retailer,SKU 05,Snack,855,14863,11447,15786,5%,N,12707865,9787185,2920680,0.2298
2025-07,Customer 07,Central Indonesia,Modern Trade,Retailer,SKU 16,Frozen,608,47704,36761,48910,0%,N,29004032,22350688,6653344,0.2294
2025-07,Customer 08,West Indonesia,General Trade,Key Account,SKU 03,Beverage,1162,43387,34672,46638,0%,N,50415694,40288864,10126830,0.2009
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,351,23632,19748,21990,3%,N,8294832,6931548,1363284,0.1644
2025-07,Customer 08,West Indonesia,General Trade,Key Account,SKU 11,Dairy,777,10048,8201,9624,0%,N,7807296,6372177,1435119,0.1838
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 06,Snack,1210,23900,14908,25299,0%,N,28919000,18038680,10880320,0.3762
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 10,Dairy,265,52473,33655,52907,0%,N,13905345,8918575,4986770,0.3586
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,250,43980,34695,42599,3%,N,10995000,8673750,2321250,0.2111
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,257,35716,24140,32309,5%,N,9179012,6203980,2975032,0.3241
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,993,8132,6885,7524,3%,N,8075076,6836805,1238271,0.1533
2025-07,Customer 08,West Indonesia,Modern Trade,Key Account,SKU 08,Snack,631,30320,21341,29290,3%,N,19131920,13466171,5665749,0.2961
2025-07,Customer 08,West Indonesia,General Trade,Key Account,SKU 01,Beverage,1136,21935,17346,23384,3%,N,24918160,19705056,5213104,0.2092
2025-07,Customer 09,East Indonesia,General Trade,Key Account,SKU 18,Personal Care,238,28847,17870,28437,0%,Y,6865586,4253060,2612526,0.3805
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,257,14914,12128,14086,5%,N,3832898,3116896,716002,0.1868
2025-07,Customer 09,East Indonesia,Online,Key Account,SKU 10,Dairy,132,48242,37675,43659,3%,N,6367944,4973100,1394844,0.219
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 01,Beverage,592,22862,16878,23461,0%,Y,13534304,9991776,3542528,0.2617
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 13,Frozen,691,9946,7725,9483,0%,N,6872686,5337975,1534711,0.2233
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,999,24623,18510,24483,5%,N,24598377,18491490,6106887,0.2483
2025-07,Customer 09,East Indonesia,General Trade,Key Account,SKU 15,Frozen,1159,44114,32132,44569,5%,N,51128126,37240988,13887138,0.2716
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 02,Beverage,969,8459,5448,8718,0%,N,8196771,5279112,2917659,0.356
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 03,Beverage,670,42676,35419,40145,0%,N,28592920,23730730,4862190,0.17
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 09,Dairy,1072,24850,20257,27168,8%,N,26639200,21715504,4923696,0.1848
2025-07,Customer 09,East Indonesia,General Trade,Key Account,SKU 12,Dairy,992,8138,6124,8753,0%,N,8072896,6075008,1997888,0.2475
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 05,Snack,1293,14970,12435,15088,0%,Y,19356210,16078455,3277755,0.1693
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 11,Dairy,79,9758,8154,9352,5%,Y,770882,644166,126716,0.1644
2025-07,Customer 09,East Indonesia,General Trade,Key Account,SKU 16,Frozen,827,50109,37280,49183,0%,N,41440143,30830560,10609583,0.256
2025-07,Customer 09,East Indonesia,Modern Trade,Key Account,SKU 07,Snack,582,42322,25475,39719,0%,N,24631404,14826450,9804954,0.3981
2025-07,Customer 10,East Indonesia,General Trade,Distributor,SKU 02,Beverage,625,8299,6788,8108,0%,Y,5186875,4242500,944375,0.1821
2025-07,Customer 10,East Indonesia,Online,Distributor,SKU 09,Dairy,188,22181,15940,21714,3%,N,4170028,2996720,1173308,0.2814
2025-07,Customer 10,East Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,899,15397,10376,13966,3%,N,13841903,9328024,4513879,0.3261
2025-07,Customer 10,East Indonesia,Modern Trade,Distributor,SKU 16,Frozen,943,47315,39239,43257,5%,N,44618045,37002377,7615668,0.1707
2025-07,Customer 10,East Indonesia,Modern Trade,Distributor,SKU 03,Beverage,600,48240,30952,47231,5%,N,28944000,18571200,10372800,0.3584
2025-07,Customer 10,East Indonesia,General Trade,Distributor,SKU 04,Beverage,480,19506,12337,20625,0%,N,9362880,5921760,3441120,0.3675
2025-07,Customer 10,East Indonesia,Modern Trade,Distributor,SKU 17,Personal Care,302,27118,20639,27758,0%,N,8189636,6232978,1956658,0.2389
2025-07,Customer 10,East Indonesia,Modern Trade,Distributor,SKU 13,Frozen,1181,10943,9277,11961,5%,N,12923683,10956137,1967546,0.1522
2025-07,Customer 10,East Indonesia,Online,Distributor,SKU 07,Snack,118,46666,31735,43075,0%,N,5506588,3744730,1761858,0.32
2025-07,Customer 10,East Indonesia,General Trade,Distributor,SKU 12,Dairy,961,8137,5882,7449,8%,N,7819657,5652602,2167055,0.2771
2025-07,Customer 11,West Indonesia,General Trade,Key Account,SKU 06,Snack,797,24666,20049,22361,5%,N,19658802,15979053,3679749,0.1872
2025-07,Customer 11,West Indonesia,General Trade,Key Account,SKU 04,Beverage,852,19423,15187,20435,3%,N,16548396,12939324,3609072,0.2181
2025-07,Customer 11,West Indonesia,General Trade,Key Account,SKU 08,Snack,1211,30660,21480,31988,0%,N,37129260,26012280,11116980,0.2994
2025-07,Customer 11,West Indonesia,Modern Trade,Key Account,SKU 14,Frozen,140,13005,8257,12990,0%,N,1820700,1155980,664720,0.3651
2025-07,Customer 11,West Indonesia,Online,Key Account,SKU 11,Dairy,1301,10065,6562,10116,0%,N,13094565,8537162,4557403,0.348
2025-07,Customer 11,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,1175,8495,5301,8109,3%,N,9981625,6228675,3752950,0.376
2025-07,Customer 11,West Indonesia,General Trade,Key Account,SKU 02,Beverage,526,9334,6950,9567,0%,N,4909684,3655700,1253984,0.2554
2025-07,Customer 11,West Indonesia,Online,Key Account,SKU 20,Personal Care,1057,13827,11094,13730,3%,N,14615139,11726358,2888781,0.1977
2025-07,Customer 11,West Indonesia,Online,Key Account,SKU 18,Personal Care,1270,29076,20054,31947,0%,N,36926520,25468580,11457940,0.3103
2025-07,Customer 11,West Indonesia,Online,Key Account,SKU 01,Beverage,142,25489,20420,25858,0%,N,3619438,2899640,719798,0.1989
2025-07,Customer 11,West Indonesia,Online,Key Account,SKU 09,Dairy,1028,22605,17334,22268,0%,N,23237940,17819352,5418588,0.2332
2025-07,Customer 12,East Indonesia,Modern Trade,Key Account,SKU 15,Frozen,630,46606,32396,48262,0%,N,29361780,20409480,8952300,0.3049
2025-07,Customer 12,East Indonesia,Modern Trade,Key Account,SKU 02,Beverage,410,9475,6039,10254,5%,N,3884750,2475990,1408760,0.3626
2025-07,Customer 12,East Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,411,29123,24616,31133,8%,N,11969553,10117176,1852377,0.1548
2025-07,Customer 12,East Indonesia,General Trade,Key Account,SKU 07,Snack,453,43772,29699,41150,0%,N,19828716,13453647,6375069,0.3215
2025-07,Customer 12,East Indonesia,General Trade,Key Account,SKU 10,Dairy,979,51529,35071,54110,0%,Y,50446891,34334509,16112382,0.3194
2025-07,Customer 12,East Indonesia,General Trade,Key Account,SKU 06,Snack,406,23200,14189,22030,0%,Y,9419200,5760734,3658466,0.3884
2025-07,Customer 12,East Indonesia,Modern Trade,Key Account,SKU 16,Frozen,561,49892,40221,50716,0%,N,27989412,22563981,5425431,0.1938
2025-07,Customer 12,East Indonesia,Online,Key Account,SKU 09,Dairy,80,22799,17593,22650,0%,N,1823920,1407440,416480,0.2283
2025-07,Customer 12,East Indonesia,Modern Trade,Key Account,SKU 01,Beverage,142,24674,16270,22940,0%,Y,3503708,2310340,1193368,0.3406
2025-07,Customer 12,East Indonesia,General Trade,Key Account,SKU 20,Personal Care,665,14031,9503,13482,0%,Y,9330615,6319495,3011120,0.3227
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 10,Dairy,676,51539,41015,50917,3%,N,34840364,27726140,7114224,0.2042
2025-07,Customer 13,West Indonesia,Online,Retailer,SKU 04,Beverage,379,18644,14419,17446,5%,Y,7066076,5464801,1601275,0.2266
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 11,Dairy,132,10177,8127,9316,8%,N,1343364,1072764,270600,0.2014
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,299,25716,16769,23725,5%,Y,7689084,5013931,2675153,0.3479
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 03,Beverage,1086,49214,34056,46511,3%,N,53446404,36984816,16461588,0.308
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 15,Frozen,1034,46789,33114,51192,0%,Y,48379826,34239876,14139950,0.2923
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,1058,25907,20851,24977,3%,N,27409606,22060358,5349248,0.1952
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 01,Beverage,720,23281,15217,24064,0%,N,16762320,10956240,5806080,0.3464
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,1283,33872,22254,32825,3%,Y,43457776,28551882,14905894,0.343
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,840,14017,11398,13978,5%,N,11774280,9574320,2199960,0.1868
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 06,Snack,1158,23627,17661,22772,3%,Y,27360066,20451438,6908628,0.2525
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 17,Personal Care,496,24126,16374,23442,0%,Y,11966496,8121504,3844992,0.3213
2025-07,Customer 13,West Indonesia,Modern Trade,Retailer,SKU 07,Snack,1091,47476,37330,43340,0%,N,51796316,40727030,11069286,0.2137
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 05,Snack,1157,13277,10194,14156,0%,Y,15361489,11794458,3567031,0.2322
2025-07,Customer 13,West Indonesia,General Trade,Retailer,SKU 13,Frozen,1068,10315,8044,11332,0%,N,11016420,8590992,2425428,0.2202
2025-07,Customer 14,Central Indonesia,Modern Trade,Key Account,SKU 12,Dairy,1164,9076,7607,8327,5%,N,10564464,8854548,1709916,0.1619
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 01,Beverage,737,22069,18616,20442,0%,N,16264853,13719992,2544861,0.1565
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 16,Frozen,867,46893,37919,42759,0%,N,40656231,32875773,7780458,0.1914
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 09,Dairy,790,24221,19448,23507,0%,N,19134590,15363920,3770670,0.1971
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 07,Snack,128,45223,35357,43299,5%,N,5788544,4525696,1262848,0.2182
2025-07,Customer 14,Central Indonesia,Modern Trade,Key Account,SKU 03,Beverage,1157,49367,39451,54293,0%,N,57117619,45644807,11472812,0.2009
2025-07,Customer 14,Central Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,1024,35261,23117,36933,0%,N,36107264,23671808,12435456,0.3444
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 14,Frozen,148,13691,10881,13318,0%,N,2026268,1610388,415880,0.2052
2025-07,Customer 14,Central Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,696,26871,22694,24780,3%,N,18702216,15795024,2907192,0.1554
2025-07,Customer 14,Central Indonesia,General Trade,Key Account,SKU 20,Personal Care,1001,15110,11965,16181,5%,N,15125110,11976965,3148145,0.2081
2025-07,Customer 14,Central Indonesia,Online,Key Account,SKU 05,Snack,507,13731,9157,14478,0%,N,6961617,4642599,2319018,0.3331
2025-07,Customer 14,Central Indonesia,Modern Trade,Key Account,SKU 15,Frozen,61,46889,39238,45354,3%,N,2860229,2393518,466711,0.1632
2025-07,Customer 15,West Indonesia,General Trade,Distributor,SKU 08,Snack,1175,31548,23574,32487,0%,Y,37068900,27699450,9369450,0.2528
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 06,Snack,1030,25110,15131,26497,0%,N,25863300,15584930,10278370,0.3974
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 03,Beverage,1258,43685,36658,43315,3%,Y,54955730,46115764,8839966,0.1609
2025-07,Customer 15,West Indonesia,General Trade,Distributor,SKU 14,Frozen,198,12904,9960,12580,0%,N,2554992,1972080,582912,0.2281
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 02,Beverage,1288,8986,5516,9674,0%,N,11573968,7104608,4469360,0.3862
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,179,20385,15250,21626,5%,N,3648915,2729750,919165,0.2519
2025-07,Customer 15,West Indonesia,Online,Distributor,SKU 01,Beverage,1203,25055,19473,25412,3%,Y,30141165,23426019,6715146,0.2228
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 07,Snack,218,45906,31837,42537,5%,N,10007508,6940466,3067042,0.3065
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 12,Dairy,505,9141,7175,8902,0%,N,4616205,3623375,992830,0.2151
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 10,Dairy,406,47285,37412,48928,0%,N,19197710,15189272,4008438,0.2088
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,214,44565,31663,44118,3%,Y,9536910,6775882,2761028,0.2895
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 11,Dairy,902,9006,7364,8511,0%,N,8123412,6642328,1481084,0.1823
2025-07,Customer 15,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,1137,14707,11985,16074,0%,N,16721859,13626945,3094914,0.1851
2025-07,Customer 15,West Indonesia,General Trade,Distributor,SKU 19,Personal Care,59,35431,22466,38475,3%,N,2090429,1325494,764935,0.3659
2025-07,Customer 16,West Indonesia,Online,Key Account,SKU 18,Personal Care,104,28986,20679,26944,3%,N,3014544,2150616,863928,0.2866
2025-07,Customer 16,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,703,25904,16292,23988,0%,N,18210512,11453276,6757236,0.3711
2025-07,Customer 16,West Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,737,26566,21649,26060,0%,N,19579142,15955313,3623829,0.1851
2025-07,Customer 16,West Indonesia,General Trade,Key Account,SKU 12,Dairy,1047,8643,6365,9335,5%,N,9049221,6664155,2385066,0.2636
2025-07,Customer 16,West Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,281,15546,11021,15240,5%,N,4368426,3096901,1271525,0.2911
2025-07,Customer 16,West Indonesia,Modern Trade,Key Account,SKU 08,Snack,1329,29773,24975,32169,0%,N,39568317,33191775,6376542,0.1612
2025-07,Customer 16,West Indonesia,Online,Key Account,SKU 05,Snack,903,13134,8015,12201,8%,N,11860002,7237545,4622457,0.3898
2025-07,Customer 16,West Indonesia,Online,Key Account,SKU 10,Dairy,1090,49177,31477,47140,5%,N,53602930,34309930,19293000,0.3599
2025-07,Customer 16,West Indonesia,General Trade,Key Account,SKU 19,Personal Care,302,35131,25890,33528,3%,N,10609562,7818780,2790782,0.263
2025-07,Customer 16,West Indonesia,Online,Key Account,SKU 03,Beverage,722,48783,29881,52218,0%,N,35221326,21574082,13647244,0.3875
2025-07,Customer 16,West Indonesia,Modern Trade,Key Account,SKU 13,Frozen,129,11119,8218,12135,8%,N,1434351,1060122,374229,0.2609
2025-07,Customer 17,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,915,48770,30910,47015,0%,N,44624550,28282650,16341900,0.3662
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 03,Beverage,666,48085,31090,49705,0%,N,32024610,20705940,11318670,0.3534
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,857,27173,21695,29485,0%,Y,23287261,18592615,4694646,0.2016
2025-07,Customer 17,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,951,24663,15687,25077,0%,N,23454513,14918337,8536176,0.3639
2025-07,Customer 17,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,751,13593,10989,14764,8%,N,10208343,8252739,1955604,0.1916
2025-07,Customer 17,West Indonesia,Modern Trade,Retailer,SKU 06,Snack,1307,25527,17082,25343,0%,N,33363789,22326174,11037615,0.3308
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 05,Snack,1194,13225,9536,12330,5%,N,15790650,11385984,4404666,0.2789
2025-07,Customer 17,West Indonesia,Online,Retailer,SKU 12,Dairy,151,9436,7375,9065,3%,N,1424836,1113625,311211,0.2184
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 01,Beverage,1319,24736,19464,25515,0%,N,32626784,25673016,6953768,0.2131
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 15,Frozen,1249,45731,31799,45641,0%,N,57118019,39716951,17401068,0.3047
2025-07,Customer 17,West Indonesia,Modern Trade,Retailer,SKU 02,Beverage,946,9131,6245,9964,5%,N,8637926,5907770,2730156,0.3161
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 08,Snack,319,29504,18845,31527,0%,N,9411776,6011555,3400221,0.3613
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 04,Beverage,66,19609,13373,18289,5%,N,1294194,882618,411576,0.318
2025-07,Customer 17,West Indonesia,Online,Retailer,SKU 13,Frozen,618,11253,8033,10614,8%,N,6954354,4964394,1989960,0.2861
2025-07,Customer 17,West Indonesia,General Trade,Retailer,SKU 07,Snack,777,47347,30496,48464,0%,Y,36788619,23695392,13093227,0.3559
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 14,Frozen,262,14050,9581,12771,0%,N,3681100,2510222,1170878,0.3181
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 02,Beverage,1082,9415,5817,8645,0%,Y,10187030,6293994,3893036,0.3822
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 12,Dairy,953,8176,6363,7385,8%,N,7791728,6063939,1727789,0.2217
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 10,Dairy,1125,48650,38675,49411,0%,N,54731250,43509375,11221875,0.205
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 11,Dairy,529,9056,5929,9685,3%,N,4790624,3136441,1654183,0.3453
2025-07,Customer 18,West Indonesia,Online,Retailer,SKU 05,Snack,112,14780,10099,13504,5%,N,1655360,1131088,524272,0.3167
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 09,Dairy,807,24036,16397,26415,5%,Y,19397052,13232379,6164673,0.3178
2025-07,Customer 18,West Indonesia,General Trade,Retailer,SKU 17,Personal Care,1272,25359,19537,23438,8%,Y,32256648,24851064,7405584,0.2296
2025-07,Customer 18,West Indonesia,Modern Trade,Retailer,SKU 16,Frozen,543,44422,35224,41967,3%,N,24121146,19126632,4994514,0.2071
2025-07,Customer 18,West Indonesia,Modern Trade,Retailer,SKU 06,Snack,438,25797,15680,24597,0%,N,11299086,6867840,4431246,0.3922
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 09,Dairy,277,25694,21769,26181,3%,N,7117238,6030013,1087225,0.1528
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 16,Frozen,744,46963,29666,44059,0%,N,34940472,22071504,12868968,0.3683
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,852,27445,19364,29191,0%,N,23383140,16498128,6885012,0.2944
2025-07,Customer 19,West Indonesia,General Trade,Key Account,SKU 03,Beverage,1151,44040,26841,44694,5%,N,50690040,30893991,19796049,0.3905
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 02,Beverage,829,8272,5504,7815,8%,Y,6857488,4562816,2294672,0.3346
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 13,Frozen,849,10440,7455,10777,0%,N,8863560,6329295,2534265,0.2859
2025-07,Customer 19,West Indonesia,General Trade,Key Account,SKU 19,Personal Care,216,36806,24962,38451,3%,N,7950096,5391792,2558304,0.3218
2025-07,Customer 19,West Indonesia,Online,Key Account,SKU 15,Frozen,769,42447,29686,40321,8%,N,32641743,22828534,9813209,0.3006
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 10,Dairy,1248,46639,32164,49084,8%,N,58205472,40140672,18064800,0.3104
2025-07,Customer 19,West Indonesia,General Trade,Key Account,SKU 08,Snack,362,28866,22596,27382,5%,N,10449492,8179752,2269740,0.2172
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 12,Dairy,1017,8292,6998,8174,3%,N,8432964,7116966,1315998,0.1561
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 11,Dairy,733,10407,8144,10563,0%,N,7628331,5969552,1658779,0.2174
2025-07,Customer 19,West Indonesia,Modern Trade,Key Account,SKU 04,Beverage,290,19443,13623,20503,0%,N,5638470,3950670,1687800,0.2993
2025-07,Customer 20,West Indonesia,Modern Trade,Distributor,SKU 20,Personal Care,240,14391,10585,14872,3%,N,3453840,2540400,913440,0.2645
2025-07,Customer 20,West Indonesia,General Trade,Distributor,SKU 01,Beverage,409,23707,16335,25707,0%,N,9696163,6681015,3015148,0.311
2025-07,Customer 20,West Indonesia,General Trade,Distributor,SKU 04,Beverage,808,20668,13504,19620,3%,N,16699744,10911232,5788512,0.3466
2025-07,Customer 20,West Indonesia,General Trade,Distributor,SKU 10,Dairy,936,50953,39360,51624,0%,Y,47692008,36840960,10851048,0.2275
2025-07,Customer 20,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,892,15394,10995,15956,0%,Y,13731448,9807540,3923908,0.2858
2025-07,Customer 20,West Indonesia,Modern Trade,Distributor,SKU 15,Frozen,1067,47574,34422,48685,8%,N,50761458,36728274,14033184,0.2765
2025-07,Customer 20,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,286,25141,16947,27149,5%,N,7190326,4846842,2343484,0.3259
2025-07,Customer 20,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,915,24711,15414,26896,8%,N,22610565,14103810,8506755,0.3762
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 09,Dairy,982,25046,16997,24578,8%,Y,24595172,16691054,7904118,0.3214
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 14,Frozen,1291,14351,11342,14810,0%,N,18527141,14642522,3884619,0.2097
2025-07,Customer 21,Central Indonesia,Online,Key Account,SKU 03,Beverage,1041,44513,26714,47383,0%,Y,46338033,27809274,18528759,0.3999
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 05,Snack,193,14057,10753,15365,0%,Y,2713001,2075329,637672,0.235
2025-07,Customer 21,Central Indonesia,General Trade,Key Account,SKU 18,Personal Care,277,25614,21120,27405,0%,Y,7095078,5850240,1244838,0.1755
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 16,Frozen,675,48299,39210,48808,0%,N,32601825,26466750,6135075,0.1882
2025-07,Customer 21,Central Indonesia,General Trade,Key Account,SKU 20,Personal Care,192,14994,10663,15540,0%,Y,2878848,2047296,831552,0.2888
2025-07,Customer 21,Central Indonesia,General Trade,Key Account,SKU 01,Beverage,96,22555,17085,21567,0%,N,2165280,1640160,525120,0.2425
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,84,35108,24746,32329,3%,N,2949072,2078664,870408,0.2951
2025-07,Customer 21,Central Indonesia,General Trade,Key Account,SKU 17,Personal Care,101,27557,16637,27645,3%,N,2783257,1680337,1102920,0.3963
2025-07,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 15,Frozen,144,48948,33453,47975,3%,N,7048512,4817232,2231280,0.3166
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,1241,13811,9161,12596,3%,Y,17139451,11368801,5770650,0.3367
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,1114,36387,22273,33232,0%,Y,40535118,24812122,15722996,0.3879
2025-07,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 04,Beverage,884,18255,12987,18136,3%,N,16137420,11480508,4656912,0.2886
2025-07,Customer 22,West Indonesia,Online,Retailer,SKU 02,Beverage,851,8304,5188,8314,0%,N,7066704,4414988,2651716,0.3752
